"","source","publishedAt","urlToImage","author","title","description","url","content","category"
"503","The Times of India",2019-01-27 00:37:12,"https://static.toiimg.com/thumb/msid-67706203,width-1070,height-580,imgsize-1721748,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",NA,"40 dead, 300 missing after Brazil dam collapse","Rest of World News: BRUMADINHO: The death toll from the collapse of a dam holding back mine waste in southeastern Brazil rose to 40 on Saturday as searchers flying in hel.","https://timesofindia.indiatimes.com/world/rest-of-world/40-dead-many-feared-buried-in-mud-after-brazil-dam-collapse/articleshow/67706202.cms","BRUMADINHO: The death toll from the collapse of a dam holding back mine waste in southeastern Brazil rose to 40 on Saturday as searchers flying in helicopters and rescuers labouring in deep mud uncovered more bodies.
An estimated 300 people were still missin… [+5205 chars]","general"
"504","The Times of India",2019-01-27 07:42:56,"https://photogallery.indiatimes.com/photo/67707746.cms",NA,"40 dead, 300 missing after Brazil dam collapse","The death toll from the collapse of a dam holding back mine waste in southeastern Brazil rose to 40 on Saturday as searchers flying in helicopters and rescuers labouring in deep mud uncovered more bodies. An estimated 300 people were still missing and authori…","https://photogallery.indiatimes.com/news/world/40-dead-300-missing-after-brazil-dam-collapse/articleshow/67707746.cms","Gold hits 6-month high on growth fears, stock volatility","general"
"505","The Times of India",2019-02-11 07:59:23,"https://etimg.etb2bimg.com/thumb/msid-67940659,imgsize-728273,width-800,height-434,overlay-ethealthworld/exercise-may-protect-against-alzheimer-s-study.jpg","ET HealthWorld","Exercise may protect against Alzheimer's: Study - ETHealthworld.com","Exercise may protect against Alzheimer's: Study ETHealthworld.com Exercise produces a hormone that may improve memory and protect against Alzheimer's disease, according to a study. View full coverage on Google News","https://health.economictimes.indiatimes.com/news/diagnostics/exercise-may-protect-against-alzheimers-study/67940659","New York: Exercise produces a hormone that may improve memory and protect against Alzheimer's disease, according to a study. Researchers have previously discovered a hormone called irisin that is released into the circulation during physical activity. Initial… [+2482 chars]","general"
"506","The Times of India",2019-02-03 02:48:14,"https://img.etimg.com/thumb/msid-67813971,width-1070,height-580,imgsize-46670,overlay-economictimes/photo.jpg","Agencies","General Motors says in talks to invest $2.73 billion in Brazil till 2024","GM has in recent weeks warned its employees in Brazil that ""sacrifices"" would be necessary for the company to return to profit in the country, raising concerns about layoffs or shuttered assembly lines.","https://economictimes.indiatimes.com/news/international/business/general-motors-says-in-talks-to-invest-2-73-billion-in-brazil-till-2024/articleshow/67813950.cms","General Motors Co said on Saturday it is negotiating ""feasibility conditions"" to invest 10 billion reais ($2.73 billion) in Brazil from 2020 to 2024, after having warned last month that new investments would depend on returning to profit.
The automaker also … [+1492 chars]","general"
"507","The Times of India",2019-01-31 07:40:44,"https://img.etimg.com/thumb/msid-67770397,width-1070,height-580,imgsize-749851,overlay-economictimes/photo.jpg","BCCL","Make leprosy eradication programme massive like Swachh Bharat: Gandhi Peace Prize winner to Narendra Modi","According to World Health Organisation (WHO), India has the highest number of new cases of leprosy in the world annually, followed by Brazil and Indonesia.","https://economictimes.indiatimes.com/news/politics-and-nation/make-leprosy-eradication-programme-massive-like-swachh-bharat-gandhi-peace-prize-winner-to-narendra-modi/articleshow/67770237.cms","Gandhi Peace Prize winner Yohei Sasakawa has urged Prime Minister Narendra Modi to make the leprosy eradication programme as ""massive"" as Swachh Bharat Abhiyan and include it in school curriculum to remove the stigma attached to it.
According to World Health… [+3830 chars]","general"
"508","The Times of India",2019-01-19 05:47:52,"https://static.toiimg.com/thumb/msid-67598066,width-1070,height-580,imgsize-1664059,resizemode-6,overlay-toi_sw,pt-32,y_pad-40/photo.jpg","Nandini Sen Gupta","‘Made in India’ bikes in bestsellers for BMW globally","BMW Motorrad, the German luxury marque BMW’s motorcycle arm, has clocked an all-time sales high in 2018 — its 8th in a row — with its ‘Made in India’ G 310 R and G 310 GS featuring among the top-five models worldwide.","https://timesofindia.indiatimes.com/auto/bikes/made-in-india-bikes-in-top-5-bestsellers-for-bmw-globally/articleshow/67598087.cms","CHENNAI: BMW Motorrad, the German luxury marque BMWs motorcycle arm, has clocked an all-time sales high in 2018 its 8th in a row with its Made in India G 310 R and G 310 GS featuring among the top-five models worldwide. 
The company has reported significant … [+1793 chars]","general"
"509","The Times of India",2019-02-18 04:32:55,"https://img.etimg.com/thumb/msid-68042701,width-1070,height-580,imgsize-142683,overlay-etmarkets/photo.jpg",NA,"We prefer sitting on the sidelines now: Chakri Lokapriya","There is no point selling because valuations look okay now, says Lokapriya.","https://economictimes.indiatimes.com/markets/expert-view/we-are-sitting-in-the-sidelines-not-much-churn-is-happening-now-chakri-lokapriya/articleshow/68042674.cms","Even within Nifty, there are several stocks which are trading at extremely low valuations and are actually down 20% in the last couple of months, Chakri Lokapriya, CIO &amp; MD, TCG AMC, tells ET Now. 
Edited excerpts:
What you are making of the YES Bank sa… [+6877 chars]","general"
"510","The Verge",2019-01-31 11:00:00,"https://cdn.vox-cdn.com/thumbor/haiMOaCV9xYbKQ1tO4PdlQ8R0o4=/0x242:2520x1561/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/13720241/satellite_diagram_5x.png","Nick Statt","Alphabet’s Loon sets its sights on the satellite industry","Alphabet’s Loon is officially getting into the satellite business. Starting today, the company will begin licensing a proprietary, next-generation networking technology it developed to manage its LTE balloons to satellite communications company Telesat, which…","https://www.theverge.com/2019/1/31/18200879/alphabet-project-loon-sdn-networking-technology-telesat-satellite-deal","Satellite company Telesat will use Loon’s networking software to manage Low Earth orbit constellations Since its secret beginnings in 2011, Loon has been pursuing the seemingly quixotic task of bringing internet to the world’s most remote corners via stratosp… [+11278 chars]","technology"
"511","The Verge",2019-01-21 15:15:00,"https://cdn.vox-cdn.com/thumbor/Gi3-w-Eyvk1A0cIxu95QL9-8Caw=/0x290:2040x1358/fit-in/1200x630/cdn.vox-cdn.com/uploads/chorus_asset/file/10302385/akrales_180215_2310_0013.jpg","Jacob Kastrenakes","WhatsApp limits message forwarding in fight against misinformation","WhatsApp will now limit users to forwarding a message only five times, in an attempt to cut down on the spread of misinformation. According to Reuters, the five time forwarding limit is being...","https://www.theverge.com/2019/1/21/18191455/whatsapp-forwarding-limit-five-messages-misinformation-battle","WhatsApp will now limit users to forwarding a message only five times, in an attempt to cut down on the spread of misinformation. According to Reuters, the five time forwarding limit is being implemented across the world starting today. While fake stories and… [+1861 chars]","technology"
"512","The Wall Street Journal",2019-02-05 11:30:00,"https://si.wsj.net/public/resources/images/B3-DB586_BRAZDA_G_20190204173241.jpg","Samantha Pearson","Disaster Shakes Brazilians’ Faith in Nation’s Mining Industry - The Wall Street Journal","Disaster Shakes Brazilians’ Faith in Nation’s Mining Industry The Wall Street Journal Brazilian court shutters Vale tailings dams, denting output Reuters Number Of Dead In Brazil Dam Disaster Rises To 134, 199 Missing NDTV News Brazil's dam collapse seemed de…","https://www.wsj.com/articles/disaster-shakes-brazilians-faith-in-nations-mining-industry-11549366200","BRUMADINHO, BrazilThe Ribeiro family, which settled in this small town a century ago, owes much of what it has to the nearby Vale SA iron-ore mine.
But the operation exacted a terrible price in January when a tailings dam burst, unleashing a torrent of mud a… [+97 chars]","business"
"513","The Wall Street Journal",2019-02-15 23:30:06,"https://images.wsj.net/im-54206/social","Patricia Kowsmann","Brazil Police Arrest 8 Vale Employees in Dam Disaster","Brazilian police arrested eight employees of mining giant Vale SA on suspicion of murder after a judge found evidence suggesting they had known for months about significant safety problems at one of its dams before it burst last month, killing more than 160 p…","https://www.wsj.com/articles/brazil-police-arrest-8-vale-employees-in-dam-disaster-11550232619","SÃO PAULOBrazilian police arrested eight employees of mining giant
Vale SA
on suspicion of murder after a judge found evidence suggesting they had known for months about significant safety problems at one of its dams before it burst last month, killing more… [+7608 chars]","business"
"514","The Wall Street Journal",2019-02-08 12:57:00,"https://images.wsj.net/im-52764/social","Paulo Trevisani","Brazil’s Vale Evacuates Hundreds Over Safety Fears at Another Dam - The Wall Street Journal","Brazil’s Vale Evacuates Hundreds Over Safety Fears at Another Dam The Wall Street Journal Brazil's mining dams: A disaster waiting to happen? BBC News Brazil set to ban upstream tailings dams after collapse kills hundreds Reuters Vale Dam Auditor Told Police …","https://www.wsj.com/articles/brazils-vale-evacuates-residents-over-safety-fears-at-another-dam-11549622387","BRASILIABrazils Vale SA, the worlds largest iron ore miner, said Friday it is removing 500 residents from a rural town near a dam containing mining waste in Minas Gerais state.
The company said in a statement the move was ordered by the countrys mining regul… [+81 chars]","business"
"515","The Wall Street Journal",2019-02-10 23:53:08,"https://images.wsj.net/im-53040/social","Paul Kiernan","Vale Denied Having 'Upstream' Dams Ahead of Deadly Accident","Vale had denied owning the sort of mine-waste dam that collapsed last month and killed at least 150 people at one of its old mines in Brazil, underscoring the industry’s reluctance to disclose information about such structures.","https://www.wsj.com/articles/vale-denied-having-upstream-dams-ahead-of-deadly-accident-11549807200","Mining giant Vale SA had denied owning the sort of mine-waste dam that collapsed in January and killed at least 157 people at one of its old mines in Brazil, underscoring the industrys reluctance to disclose information about such structures.
Vales denials t… [+268 chars]","business"
"516","The Wall Street Journal",2019-02-06 20:37:00,"https://images.wsj.net/im-52315/social","Patricia Kowsmann","Inspectors of Vale Dam in Brazil Issued Warning Before Collapse - The Wall Street Journal","Inspectors of Vale Dam in Brazil Issued Warning Before Collapse The Wall Street Journal Vale Loses License at Dam That Caused Force Majeure on Iron Ore Bloomberg 'That's going to burst': Brazilian dam workers say they warned of disaster The Guardian Brazil Co…","https://www.wsj.com/articles/inspection-of-vale-dam-in-brazil-issued-warning-before-collapse-11549485427","Inspectors of a Brazilian mining-waste dam whose collapse last month killed at least 150 people had warned its owner that faulty water drainage and monitoring systems represented a potential risk of failure, according to a safety report seen by The Wall Stree… [+234 chars]","business"
"517","Thebrowser.com",2019-02-11 21:59:16,"https://d3b3sm9t19x0yd.cloudfront.net/image/fetch/w_628,c_limit,q_auto:good,f_auto/https%3A%2F%2Fthebrowser.com%2Fimg%2Fthebrowser-share.png",NA,"Myths, Dogs, Noses, Brazil, Kings","Confessions Of A White Vampire Jeremy Narby | Granta | 6th February 2019 An anthropologist doing fieldwork among the Ashaninca in the Peruvian Amazon discovers that his hosts perceive him as a kind of vampire. “In their view, white people lived in an undergro…","https://thebrowser.com/p/myths-dogs-noses-brazil-kings","Jeremy Narby | Granta | 6th February 2019
An anthropologist doing fieldwork among the Ashaninca in the Peruvian Amazon discovers that his hosts perceive him as a kind of vampire. In their view, white people lived in an underground world hence our pale skins … [+61 chars]",NA
"518","Thedrum.com",2019-02-18 02:20:03,"https://media-assets-04.thedrum.com/cache/images/thedrum-prod/s3-news-tmp-90538-didi-chuxing--default--1000.jpg","Danielle Long","Didi Chuxing axes jobs in China as it readies for launches in Chile and Peru","Didi Chuxing, China's dominant ride-hailing company, is axing 15% of its Chinese staff as it readies to take on Uber in Chile and Peru. Didi announced around 2,000 employees will be let go as it seeks to refocus the company around the core ride-sharing busine…","https://www.thedrum.com/news/2019/02/18/didi-chuxing-axes-jobs-china-it-readies-launches-chile-and-peru","Didi Chuxing, China's dominant ride-hailing company, is axing 15% of its Chinese staff as it readies to take on Uber in Chile and Peru.
Didi announced around 2,000 employees will be let go as it seeks to refocus the company around the core ride-sharing busin… [+1067 chars]",NA
"519","Theflightdeal.com",2019-02-17 15:25:22,"https://www.theflightdeal.com/wp-content/uploads/2017/06/fortaleza_brazil_june-1024x683.jpg","The Flight Deal","American – $377: Miami – Fortaleza, Brazil. Roundtrip, including all Taxes","A good sale for nonstop service to Fortaleza. Brazil introduced e-Visa for Americans. You no longer need to visit one of their consulates to get a visa. The difference between the e-Visa and one from the consulate: e-Visa: Valid for 2 years, 90 days max per v…","https://www.theflightdeal.com/2019/02/17/american-377-miami-fortaleza-brazil-roundtrip-including-all-taxes/","This site is part of an affiliate sales network and receives compensation for sending traffic to partner sites, such as CreditCards.com. This compensation may impact how and where links appear on this site. This site does not include all financial companies o… [+3191 chars]",NA
"520","Theintercept.com",2019-01-20 11:00:31,"https://theintercept.imgix.net/wp-uploads/sites/1/2019/01/CNN-Brasil-feature-1547846950.jpg?auto=compress%2Cformat&q=90&fit=crop&w=1200&h=800","Piero Locatelli, Andrew Fishman","Meet the Team Behind CNN Brasil: A Businessman Accused of Exploiting Slave Labor and An Executive From a Fox News-style Outlet","CNN Brasil is poised to become “Brazil’s Fox News” — in lockstep with Jair Bolsonaro’s right-wing movement. The post Meet the Team Behind CNN Brasil: A Businessman Accused of Exploiting Slave Labor and An Executive From a Fox News-style Outlet appeared first …","https://theintercept.com/2019/01/20/cnn-brasil-brazil-jair-bolsanaro/","Last Monday, CNN
 announced that it will launch a Portuguese-language channel in Brazil. The U.S.-based cable news channel will roll out the latest foreign operation to bear the CNN brand through a license. However, the scandal-prone records of the two Brazi… [+11320 chars]",NA
"521","Themobileindian.com",2019-02-08 06:26:00,"https://www.themobileindian.com/resizer.php?src=/public/uploads/news/2019/02/25168/Motog7-series-launch.jpg&w=735&h=425","The Mobile Indian network","Motorola takes the wrappers off Moto G7, G7 Plus, G7 Power, G7 Play - The Mobile Indian","Motorola takes the wrappers off Moto G7, G7 Plus, G7 Power, G7 Play The Mobile Indian All four Moto G7 phones run on Android 9 Pie out of the box with a near-to-stock experience and come with slimmer bezels, different notch styles, better-charging... View ful…","https://www.themobileindian.com/news/motorola-takes-the-wrappers-off-moto-g7-g7-plus-g7-power-g7-play-25168","All four Moto G7 phones run on Android 9 Pie out of the box with a near-to-stock experience and come with slimmer bezels, different notch styles, better-charging technologies and at least a Qualcomm Snapdragon 632 processor on the inside. 
With an Indian lau… [+4660 chars]",NA
"522","Thepointsguy.com",2019-01-19 13:00:14,"https://i2.wp.com/thepointsguy.com/wp-content/uploads/2016/07/iah-centurion-featured-dining.jpg?fit=830%2C400px&ssl=1","Alyssa Cerchiai","New Centurion Lounge Restrictions, MLK National Park Open Despite Shutdown, Huge United Business Card Sign-Up Bonus and More","Each Saturday, we round up news stories that you might have missed from the week before. Here’s the top miles, points and travel news you might have missed on TPG this week. Amex Says Centurion Lounges Closed to Cardholders at Final Destinations Now you reall…","http://thepointsguy.com/news/new-centurion-lounge-restrictions-mlk-national-park-open-despite-shutdown-huge-united-business-card-sign-up-bonus-and-more/","Each Saturday, we round up news stories that you might have missed from the week before. Heres the top miles, points and travel news you might have missed on TPG this week.
Amex Closes Centurion Lounges to Cardholders at Final Destinations
Now you really wo… [+2883 chars]",NA
"523","Thepointsguy.com",2019-02-01 12:00:40,"https://i1.wp.com/thepointsguy.com/wp-content/uploads/2019/02/shutterstock_532565230-2.jpg?fit=1600%2C1067px&ssl=1","The Points Guy","Using the Wrong Award Search Engine — Reader Mistake Story","Today, I want to share a story from TPG reader Amy, who missed an opportunity to redeem miles on a recent flight: We put our AAdvantage miles to good use in booking round-trip tickets to Brazil in 2018, but we also needed to fly LATAM within Brazil to visit I…","http://thepointsguy.com/news/wrong-award-search-mistake-story/","Today, I want to share a story from TPG reader Amy, who missed an opportunity to redeem miles on a recent flight:
We put our AAdvantage miles to good use in booking round-trip tickets to Brazil in 2018, but we also needed to fly LATAM within Brazil to visit … [+4002 chars]",NA
"524","Thepointsguy.com",2019-02-17 19:00:17,"https://i2.wp.com/thepointsguy.com/wp-content/uploads/2019/02/Snoring-On-Planes.png?fit=2000%2C1000px&ssl=1","Jordi Lippe-McGraw","What to Do When You’re Sitting Next to a Snoring Seatmate","Welcome to Travel Etiquette, a TPG column that explores the fragile social contracts and the delicate do’s and don’ts of travel. Have an opinion or suggestion for a future subject? Sound off in the comments below. When I was on a work trip to Rio de Janeiro, …","http://thepointsguy.com/guide/travel-etiquette-snoring-seatmate/","Welcome to Travel Etiquette, a TPG column that explores the fragile social contracts and the delicate do’s and donts of travel. Have an opinion or suggestion for a future subject? Sound off in the comments below. 
When I was on a work trip to Rio de Janeiro,… [+5561 chars]",NA
"525","Theregister.co.uk",2019-01-20 09:59:11,"https://regmedia.co.uk/2016/05/27/oh_no_photo_via_shutterstock.jpg","Katyanna Quach","Amazon shareholders revolt on Rekognition, Nvidia opens robotics lab, and hot AI chips on Google Cloud","The week's other stories in AI Roundup Hello, here’s a very quick roundup of some of the interesting AI announcements from this week. Read on if you like robots and GPUs.…","https://www.theregister.co.uk/2019/01/20/ai_roundup_011819/","Roundup Hello, heres a very quick roundup of some of the interesting AI announcements from this week. Read on if you like robots and GPUs.
Nvidia robotics lab opens: Nvidias AI robotics lab has officially opened its doors after CEO Jensen Huang paid a visit … [+3538 chars]",NA
"526","Thetruthaboutcars.com",2019-02-11 19:40:11,"https://www.thetruthaboutcars.com/wp-content/uploads/2019/02/5a8f06332d872.jpg","Corey Lewis","Rare Rides: A 1965 Brasinca Uirapuru – Say What?","Today’s Rare Ride is a very limited production coupe from Brazil that appears to be very derivative in its styling. But what if that’s not the case at all? Brasinca was a Brazilian truck manufacturer in the 1960s, building heavy duty trucks for the hauling of…","https://www.thetruthaboutcars.com/2019/02/rare-rides-a-1965-brasinca-uirapuru-say-what/","Today’s Rare Ride is a very limited production coupe from Brazil that appears to be very derivative in its styling. But what if that’s not the case at all?
Brasinca was a Brazilian truck manufacturer in the 1960s, building heavy duty trucks for the hauling o… [+1820 chars]",NA
"527","Thisisanfield.com",2019-02-18 06:00:58,"https://www.thisisanfield.com/wp-content/uploads/P180103-077-Man_City_Liverpool-e1546556834585.jpg","Press Association","Legendary right-back Cafu offers Trent Alexander-Arnold strong advice","Former Brazil full-back Cafu has warned Liverpool and England defender Trent Alexander-Arnold against taking success at a young age for […]","https://www.thisisanfield.com/2019/02/legendary-right-back-cafu-offers-trent-alexander-arnold-strong-advice/","Former Brazil full-back Cafu has warned Liverpool and England defender Trent Alexander-Arnold against taking success at a young age for granted.
At only 20 years old, Alexander-Arnold has already featured in a Champions League final while he is an automatic … [+1205 chars]",NA
"528","Thisisinsider.com",2019-02-01 14:10:45,"https://static.businessinsider.com/image/5c545511bde70f606d59bf9a-750.jpg","Julia Guerra","Here's where you recognize the cast of 'Celebrity Big Brother' from","The US version of ""Celebrity Big Brother"" first aired on CBS in 2018 and it's now in its second season. In ""Celebrity Big Brother,"" houseguests play to win money for a charity of their choice. This season, stars like Dina Lohan, Ryan Lochte, and Tamar Braxton…","https://www.thisisinsider.com/who-is-on-celebrity-big-brother-season-two-2019-2","Ryan Lochte is a six-time gold medalist on the United States Olympic swim team. People called him the second most decorated swimmer in history, but he's also among the most controversial swimmers. 
 In August of 2016 The New York Times reported that during h… [+385 chars]",NA
"529","Thisisinsider.com",2019-02-14 12:23:00,"https://amp.businessinsider.com/images/5c655ec4bde70f17c851783a-1136-568.jpg","Rachel Hosie","A 19-year-old Instagrammer handed herself into police after a video showing her throwing a chair off a 45th-floor balcony onto traffic went viral","A 19-year-old Instagrammer threw a chair, amongst other items, off a 45th-floor balcony onto one of Toronto's busiest highways. A video of the stunt went viral on social media, and many people expressed their outrage. The teen, Marcella Zoia, handed herself i…","https://www.thisisinsider.com/teenager-instagrammer-throws-chair-off-45th-floor-balcony-onto-traffic-goes-viral-2019-2","A 19-year-old Instagrammer has handed herself into police after a video showing her throwing a chair from a 45th-floor balcony onto Toronto's busiest highway went viral. 
 The video, originally posted on Snapchat and subsequently shared on various social net… [+2740 chars]",NA
"530","Thisisinsider.com",2019-02-13 21:40:26,"https://amp.businessinsider.com/images/5c648f1cbde70f127e45a74d-480-240.jpg","Zoë Miller","When women got the right to vote in 25 places around the world","In 1893, women in New Zealand won the right to vote after years of campaigning. In many countries, women of color and indigenous women didn't win suffrage until decades after white women. Saudi Arabia is the most recent country in which women have won the rig…","https://www.thisisinsider.com/when-women-around-the-world-got-the-right-to-vote-2019-2","Exercising our right to vote is a civil liberty we often take for granted. In many places, universal suffrage is a relatively recent privilege. 
 Here's when women won the right to vote in 25 places around the world. 
 New Zealand: 1893 
 In 1893, New Zeal… [+7149 chars]",NA
"531","Time",2019-01-29 16:02:37,"https://timedotcom.files.wordpress.com/2019/01/brazil-dam-collapse-arrest-warrants-issued.jpg?quality=85","MARCELO SILVA DE SOUSA and PETER PRENGAMAN / AP","5 Arrest Warrants Have Been Issued for Brazilian Dam Collapse","Brazilian authorities issue five arrest warrants to those connected to a dam collapse that killed at least 65 people and nearly 300 missing.","http://time.com/5515402/brazil-dam-collapse-arrest-warrants-issued/","(BRUMADINHO, Brazil) — Brazilian authorities issued arrest warrants Tuesday for five people in connection with a dam collapse that killed at least 65 people and left nearly 300 missing as it plastered part of a small city with reddish-brown mud and iron ore m… [+1644 chars]","general"
"532","Time",2019-01-24 08:34:10,"https://timedotcom.files.wordpress.com/2019/01/gettyimages-1087690010.jpg?quality=85","Casey Quackenbush","A Political Crisis Is Sweeping Venezuela. Here’s What to Know","Venezuelan President Nicolás Maduro met his most serious challenge to date when opposition leader Juan Guaidó declared himself president","http://time.com/5511572/venezuala-crisis-what-to-know/","Venezuelan President Nicolás Maduro met his most serious challenge to date when opposition leader Juan Guaidó declared himself president Wednesday following days of nationwide anti-government protests. Demonstrations swelled on the anniversary of the 1958 cou… [+4802 chars]","general"
"533","Time",2019-01-29 01:45:08,"https://timedotcom.files.wordpress.com/2019/01/gettyimages-1090671482.jpg?quality=85","Marcelo Silva De Sousa, Peter Prengaman and Anna Jean Kaiser / AP","The Death Toll in the Brazil Dam Collapse Has Risen to 65","Rescue workers are searching treacherous mud for bodies following a Brazil dam collapse that's left at least 65 dead and 279 people missing","http://time.com/5515092/brazil-dam-collapse-death-toll/","(BRUMADINHO) — Brazilian firefighters and Israeli rescue workers poked sticks into treacherous mud Monday looking for bodies as pressure mounted on the mining company responsible for a dam that burst and spilled a flood of iron ore waste.
By late in the day,… [+4158 chars]","general"
"534","Time",2019-01-31 02:49:17,"https://timedotcom.files.wordpress.com/2019/01/nicolas-maduro-venezuela-2.jpg?quality=85","James Stavridis","I Commanded the U.S. Military in South America. Deploying Soldiers to Venezuela Would Only Make Things Worse","As Venezuela fights over the presidential claims of Nicolás Maduro and Juan Guaidó, President Trump must not be tempted to use U.S. force","http://time.com/5516698/nicolas-maduro-juan-guaido-venezuela-trump-military/","When I was Commander of U.S. Southern Command, I was in charge of all military-to-military operations south of the United States — from the insurgency in Colombia to disaster relief in Central America to dealing with tons of drugs flowing across the Caribbean… [+5547 chars]","general"
"535","Time",2019-01-23 03:51:00,"https://timedotcom.files.wordpress.com/2019/01/gettyimages-1085579444.jpg?quality=85","Matthew Bristow and Oscar Medina / Bloomberg","Crisis Brews as Colombia Asks Cuba to Extradite Rebels Linked to Bogota Attack","A diplomatic crisis is brewing as Colombia seeks the capture of a guerrilla negotiating team in Cuba following the bloodiest terror attack in 16 years","http://time.com/5510386/colombia-cuba-eln-extradition/","A diplomatic crisis is brewing as Colombia seeks the capture of a guerrilla negotiating team in Cuba following the bloodiest terror attack in 16 years.
The government of Colombian President Ivan Duque has asked Cuba to extradite the delegation from the Natio… [+3352 chars]","general"
"536","Time",2019-02-12 05:38:52,"https://timedotcom.files.wordpress.com/2019/02/gettyimages-1095610646.jpg?quality=85","Hillary Leung","Venezuela’s Opposition Leader Says Humanitarian Aid Is Slowly Being Delivered","Supplies sent to Venezuela had so far been blocked by the military, under Maduro's orders, from entering the crisis-stricken country","http://time.com/5527311/juan-guaido-humanitarian-aid-venezuela/","Venezuela’s opposition leader Juan Guaido said Monday that his team had delivered its first round of humanitarian aid amid objections from President Nicolas Maduro, Reuters reports.
“Today we delivered the first donation, or the first cargo of humanitarian a… [+1080 chars]","general"
"537","Timesnownews.com",2019-02-15 06:27:13,"https://img.timesnownews.com/story/1550211201-Moto_G7_Powert_Flipkart.png",NA,"Moto G7 Power to go on sale in India today at Rs. 13,999; said to be available via Flipkart, offline channels - Times Now","Moto G7 Power to go on sale in India today at Rs. 13,999; said to be available via Flipkart, offline channels Times Now Motorola will start selling the Moto G7 Power in India tomorrow for INR 13,999 - GSMArena.com news GSMArena.com Moto G7 Power sale in India…","https://www.timesnownews.com/technology-science/article/moto-g7-power-offline-sale-in-india-begins-today-on-motorola-in-expected-be-available-on-flipkart-com/366354","Moto G7 Power launched in Brazil recently alongside Moto G7, Moto G7 Plus, and Moto G7 Play. Though the new Moto phones haven't launched in India, the Moto G7 Power out of the recently launched Moto devices will go on sale in offline stores for the first time… [+1621 chars]",NA
"538","Tinhte.vn",2019-01-20 02:12:05,"https://photo2.tinhte.vn/data/attachment-files/2019/01/4549594_cover_HOOBOX.jpg","Hassler, Hassler","Xe lan Wheelie 7 s<U+1EED> d<U+1EE5>ng nh<U+1EAD>n di<U+1EC7>n c<U+1EED> ch<U+1EC9> khuôn m<U+1EB7>t d<U+1EC3> di<U+1EC1>u khi<U+1EC3>n di l<U+1EA1>i","Công ty Hoobox Robotics t<U+1EA1>i Brazil hi<U+1EC7>n dang phát tri<U+1EC3>n m<U+1ED9>t chi<U+1EBF>c xe lan r<U+1EA5>t khác v<U+1EDB>i các d<U+1EA1>ng xe lan hi<U+1EC7>n có trên th<U+1ECB> tru<U+1EDD>ng. S<U+1EA3>n ph<U+1EA9>m có tên Wheelie...","https://tinhte.vn/threads/xe-lan-wheelie-7-su-dung-nhan-dien-cu-chi-khuon-mat-de-dieu-khien-di-lai.2907557/","Công ty Hoobox Robotics ti Brazil hin ang phát trin mt chic xe ln rt khác vi các dng xe ln hin có trên th trng. Sn phm có tên Wheelie 7, c tích hp công ngh nhn din khuôn mt, kt hp vi h thng AI ca Intel giúp ngi dùng có th iu khin xe i ti lui ch bng các c ch t… [+683 chars]",NA
"539","Totallytarget.com",2019-02-18 06:20:38,NA,"michelle","As the goalless game went into its second minute","As the goalless game went into its second minute of stoppage time and Brazilian midfielder Renato Augusto missed a wide open chance at goal against Iraq, barely a moan was drawn from their table.For many who followed Brazil’s opening 0 0 result against South …","http://www.totallytarget.com/2019/02/18/as-the-goalless-game-went-into-its-second-minute/","As the goalless game went into its second minute of stoppage time and Brazilian midfielder Renato Augusto missed a wide open chance at goal against Iraq, barely a moan was drawn from their table.For many who followed Brazil’s opening 0 0 result against South … [+5107 chars]",NA
"540","Trust.org",2019-01-25 03:04:37,"https://d2sh4fq2xsdeg9.cloudfront.net/contentAsset/image/d79548f6-1c9f-4d93-bd83-d61d6de2cc9d/image/byInode/1/filter/Resize,Jpeg/jpeg_q/70/resize_w/1100","Thomson Reuters Foundation","Gay congressman flees Brazil, citing death threats...","Gay congressman flees Brazil, citing death threats... (Second column, 5th story, link ) Advertise here","http://news.trust.org/item/20190124223112-150go","(Updates quote in 14th paragraph)
By Oscar Lopez
WASHINGTON, Jan 24 (Thomson Reuters Foundation) - A prominent gay congressman in Brazil announced on Thursday that he was leaving his job and fleeing the country because of increased death threats made agains… [+3240 chars]",NA
"541","USA Today",2019-01-26 20:52:32,"https://www.gannett-cdn.com/presto/2019/01/26/USAT/b2b8bf7c-7794-46a5-a9b3-427ec139dca3-3707.jpg?width=388&height=388&crop=2134,2134,x564,y0","USA TODAY, USA TODAY","Hundreds missing after deadly dam collapse in Brazil","At least nine people have died and 300 are missing after a tailings dam burst at the Feijao mine in southeastern Brazil.","https://www.usatoday.com/picture-gallery/news/world/2019/01/26/hundreds-missing-after-deadly-dam-collapse-brazil/2689443002/",NA,"general"
